subitem,subject,item,transciption
151-12,151,12,the bodyguard for the nervous jewelers was also nervous
151-15,151,15,the church with the giant driveway was filled with cars
151-10,151,10,the vase was with the vase with vibrant colors had flowers
152-23,152,23,the canoe with the weathered oar sunk
152-11,152,11,the banana near the popular sundae was good
152-19,152,19,the resort with the elangated(sic)…x
152-2,152,2,the cake with the candy figurines was pretty
152-22,152,22,the trainer for the confident boxer was scared
152-18,152,18,the table for the antique lamp wasn't fitting
152-5,152,5,the tent near the sturdy cushions was tied(sic)
152-20,152,20,the hydrant with the bent hoses was broken
152-8,152,8,the fortress near the ancient walls was collapsing
152-1,152,1,the envelope by the photo albums was worn
152-24,152,24,the camera with the special lens was zooming
152-10,152,10,the vase near the vibrant flower was broken
152-15,152,15,the church with the giant driveways was pretty
152-7,152,7,the necklace near the colorful diamonds was sparkling
152-13,152,13,the bicycle with the wrapped baskets was pretty
152-12,152,12,the bodyguard near the nervous actress stood still
152-4,152,4,the coach near the disruptive teenager tried to calm him down
152-3,152,3,the hammer by the rigid pegs was sitting still
152-17,152,17,the waitress in the impatient…x
152-21,152,21,the g-guitar with the faulty strings was out of tune
152-14,152,14,the caddy for the charismatic celebrities strange
152-6,152,6,the dam by the musty factory opened
152-16,152,16,the eraser from the novelty pen was gone
152-9,152,9,the butler near the…x
153-23,153,23,the canoe with the weathered cans needed a canoe
153-4,153,4,coach near the disruptive teenagers found them guilty
153-6,153,6,the dam by the musty factories was old
153-2,153,2,the cake with the colored candle was lit
153-16,153,16,the eraser for the novelty pens was used
153-8,153,8,the fortress near the ancient farm needed work
153-10,153,10,the vase near the vibrant flowers was purple
153-17,153,17,the waitress for the impatient seniors hated them
153-9,153,9,the butler near the spoiled kid cooked him dinner
153-21,153,21,the guitar with the faulty pedal broke
153-1,153,1,the envelope for the federal(sic) letter was filled with cash
153-7,153,7,the necklace near the store was old
153-18,153,18,the table for the antique lamps fell
153-19,153,19,the resort with the elaborate garden was go- gorgeous
153-24,153,24,the camera with the special lenses was ten years old
153-15,153,15,the church near the giant cross was a cathedral
153-13,153,13,the bicycle by the warped tire was attached to the stairs
153-12,153,12,the bodyguard near the nervous actress protected her
153-14,153,14,the caddy near the charismatic golfer helped him out
153-5,153,5,the tent near the sturdy cushions was huge
153-11,153,11,the banana near the popular sundaes was in the ice cream
153-22,153,22,the trainer for the confident boxers was rich
153-20,153,20,the hydrant with the bright reflector had water
153-3,153,3,the hammer for the rusty nail broke
154-14,154,14,the caddy near the c-…x
154-24,154,24,the camera with the special manual was nice
154-17,154,17,the waitress by the impatient diner…x
154-22,154,22,the trainer for the confident actor quit
154-20,154,20,the hydrant of the…x
154-15,154,15,the church near the giant crosses burnt down
154-5,154,5,the tent with the sturdy pole fell
154-7,154,7,the necklace wore…x
154-12,154,12,the bodyguard near the nervous jeweler made him feel safe
154-10,154,10,the vase near the vibrant color cover…x
154-9,154,9,the butler near the spoiled kids quit his job
154-2,154,2,the cake with the colored candles was beautiful
154-19,154,19,the resort with the elaborate gardens was beautiful
154-8,154,8,the fortress near the ancient..x
154-4,154,4,the coach for the disciplined athlete ah kicked him off the team
154-3,154,3,the hammer w- for the rusty nail broke
154-16,154,16,the eraser near the novelty pencil… was pink
154-11,154,11,the banana near the popular sandwich... was never touched
154-18,154,18,the table by the antique chair was brown
154-23,154,23,the canoe with the weathered flag uh was green
154-21,154,21,the guitar with the faulty pedals …uh broke
154-1,154,1,the envelope for the formal letters were white
154-13,154,13,the bicycle with the warped tires was old
154-6,154,6,the dam for the murky river fell
155-14,155,14,the caddy near the charismatic celebrity was sad
155-21,155,21,the guitar near the faculty is starting to play
155-19,155,19,the resort near the elongated pool was hot
155-24,155,24,the camera with the special manuals was hard to use
155-22,155,22,the trainer from the confident actors was overpriced
155-7,155,7,the necklace with the colorful diamond was expensive
155-17,155,17,the waitress by the impatient diners was angry
155-5,155,5,the tent with the sturdy poles collapsed
155-11,155,11,the banana near the popular sandwiches was rotten
155-18,155,18,the table by the antique chairs was broken
155-16,155,16,the eraser near the novelty pencils was pink
155-9,155,9,the butler for the selfish millionaire was angry
155-12,155,12,the bodyguard near the nervous jewelers was intimidating
155-1,155,1,the envelope for the photo album was ripped
155-20,155,20,the hydrant near the bent house was read
155-23,155,23,the canoe with the weathered flags sunk
155-10,155,10,the vase near the vibrant covers was black
155-8,155,8,the fortress with the ancient wall fell down
155-3,155,3,the hammer for the rigid peg was broken
155-13,155,13,the bicycle by the warped basket was broken
155-6,155,6,the dam for the murky rivers was broken
155-4,155,4,the coach for the disciplined athletes was strict
155-2,155,2,the cake with the candy figurine was gross
155-15,155,15,the church near the giant driveway was open
156-16,156,16,the eraser near the novelty pen was new
156-21,156,21,the guitar near the faculty…x
156-22,156,22,the trainer near the convenient confident boxer…x
156-23,156,23,the canoe near the weathered oar was…brown
156-24,156,24,the camera by the special lens took great pictures
156-13,156,13,the bicycle by the warped baskets wasn't new
156-15,156,15,the church near the giant driveways was haunted
156-19,156,19,the resort near the elongated pools was relaxing
156-7,156,7,the necklace with the color diamonds was expensive
156-18,156,18,the table with the antique lamp was expensive
156-20,156,20,the hydrant near the bent hoses spewed out water
156-5,156,5,the tent with the sturdy cushion was pleasant
156-8,156,8,the fortress with the ancient walls was torn down
156-6,156,6,the dam for the musty factory was closed
156-1,156,1,the envelope for the photo albums was ripped
156-14,156,14,the caddy near the charismatic celebrities made friends
156-2,156,2,the cake with the candy figurines was delicious
156-11,156,11,the banana for the popular sundae was rotten
156-3,156,3,the hammer with the rigid pegs…broke the nails
156-4,156,4,the coach for the disruptive teenager was angry
156-12,156,12,the bodyguard for the nervous actress was muscular
156-17,156,17,the waitress by the impatient senior was annoyed
156-10,156,10,the vase with the vibrant flower was pretty
156-9,156,9,the butler for the selfish millionaires was angry
157-17,157,17,NO DATA
157-10,157,10,NO DATA
157-21,157,21,NO DATA
157-11,157,11,NO DATA
157-23,157,23,NO DATA
157-9,157,9,NO DATA
157-4,157,4,NO DATA
157-7,157,7,NO DATA
157-14,157,14,NO DATA
157-15,157,15,NO DATA
157-24,157,24,NO DATA
157-16,157,16,NO DATA
157-2,157,2,NO DATA
157-18,157,18,NO DATA
157-22,157,22,NO DATA
157-12,157,12,NO DATA
157-13,157,13,NO DATA
157-5,157,5,NO DATA
157-20,157,20,NO DATA
157-8,157,8,NO DATA
157-1,157,1,NO DATA
157-19,157,19,NO DATA
157-3,157,3,NO DATA
157-6,157,6,NO DATA
158-5,158,5,unplayable disc
158-22,158,22,unplayable disc
158-14,158,14,unplayable disc
158-6,158,6,unplayable disc
158-24,158,24,unplayable disc
158-13,158,13,unplayable disc
158-1,158,1,unplayable disc
158-9,158,9,unplayable disc
158-10,158,10,unplayable disc
158-7,158,7,unplayable disc
158-17,158,17,unplayable disc
158-12,158,12,unplayable disc
158-21,158,21,unplayable disc
158-2,158,2,unplayable disc
158-23,158,23,unplayable disc
158-16,158,16,unplayable disc
158-8,158,8,unplayable disc
158-11,158,11,unplayable disc
158-20,158,20,unplayable disc
158-3,158,3,unplayable disc
158-18,158,18,unplayable disc
158-15,158,15,unplayable disc
158-4,158,4,unplayable disc
158-19,158,19,unplayable disc
159-16,159,16,the eraser for the novelty specialist was worn out
159-15,159,15,the church with the giant driveway was big
159-12,159,12,the bodyguard for the nervous um jewels um was big
159-6,159,6,the dam by the murky rivers was dark
159-20,159,20,the hydrant with the bent hose worked
159-1,159,1,the envelope by the photo album was opened
159-8,159,8,the fortress near the ancient wall was long
159-24,159,24,the camera by the special manuals um were expensive
159-21,159,21,the guitar with the faulty string didn't work
159-10,159,10,the vase with the vibrant covers was colorful
159-7,159,7,the necklace near the colorful diamond was um expensive
159-13,159,13,the bicycle with the warped basket um was black
159-5,159,5,the tent near the sturdy poles was um green
159-17,159,17,the waitress for the impatient dinners(sic) um got frustrated
159-23,159,23,the canoe near the weathered flags um was worn out
159-3,159,3,the hammer by the rigid peg um was heavy
159-19,159,19,the resort with the elongated pool was expensive
159-11,159,11,the banana for the popular sandwiches was delicious
159-2,159,2,the cake by the candy figurine looked delicious
159-22,159,22,the trainer near the confident actors worked hard
159-18,159,18,the table for the antique chairs was modern
